time_ms x_cm y_cm
3.085 0.418159621982937 -0.101597626464812
3.125 0.462805793211899 -0.0847466162018726
3.165 0.492128789149191 -0.0855617687760351
3.205 0.53812860742336 -0.0386019486957601
3.245 0.529542836605501 -0.0825620937069864
3.285 0.530525192919498 -0.0848402838456828
3.325 0.549427595869702 -0.0668627661058991
3.365 0.583523545071699 -0.0819670244445838
3.405 0.65137923415304 -0.0798212034847019
3.445 0.70442139411216 -0.0321526499094524
3.485 0.755908625934566 -0.0533808107090472
3.525 0.804353614968647 8.3405293413108e-05
3.565 0.816252096888093 -0.0163432704480115
3.605 0.851072958880991 -0.0138439748610324
3.645 0.835966588513742 -0.000177850139845503
3.685 0.867867882487076 0.0299534635233663
3.725 0.853649510552415 0.0116318213444515
3.765 0.84228637900668 0.0320744433237863
3.805 0.817949807318939 0.0143505254251828
3.845 0.797462576455388 -0.000103433866588176
3.885 0.787717606211899 0.014055766369939
3.925 0.775248881938381 1.58630154523109e-05
3.965 0.753930738315631 -0.0179926376981321
4.005 0.76246130972514 -0.000291472591488429
4.045 0.780008731984637 -0.0356843663103596
4.085 0.756787248978057 -0.0473917800267039
4.125 0.754400990721066 -0.0492579423672233
4.165 0.73275200942723 -0.0665260292064858
4.205 0.713624375196019 -0.0758846500730463
4.245 0.675320276366378 -0.101005497557761
4.285 0.69344420895527 -0.14150828602612
4.325 0.684436909518269 -0.140941040929867
4.365 0.689256083213564 -0.146652663018784
4.405 0.720098066214575 -0.176724075810764
4.445 0.719174908581209 -0.170829132865332
4.485 0.730043578846093 -0.155021011716823
4.525 0.735428333801465 -0.156796182470448
4.565 0.722401574597839 -0.14384401257789
4.605 0.69989019805719 -0.15979682225236
4.645 0.68666592513064 -0.14213406746433
4.685 0.653360010077904 -0.141100390509862
4.725 0.638793945855213 -0.122836055560029
4.765 0.621656309814995 -0.111254989313199
4.805 0.586733003825231 -0.0797047504922759
4.845 0.539029867899487 -0.070423499051163
4.885 0.49902226845748 -0.0520891422943563
4.925 0.47594580336802 -0.0356795219539734
4.965 0.462011752458224 0.0107054633241894
5.005 0.490832638875531 0.0381610519398734
5.045 0.496664139799151 0.102693728510257
5.085 0.558735237142855 0.133779473597592
5.125 0.574132294480549 0.147349243073489
5.165 0.575267936706481 0.147383622762348
5.205 0.544101568096437 0.152551438121403
5.245 0.523311006842135 0.161263690252962
5.285 0.495518213607056 0.167104192508575
5.325 0.410743535421261 0.152288902562102
5.365 0.382220239411225 0.145687700410296
5.405 0.295739171780696 0.130560080383603
5.445 0.235422210171123 0.164929917075153
5.485 0.189089930857577 0.144680832050803
5.525 0.186164347752722 0.17705850198028
5.565 0.157100042925123 0.175558270647709
5.605 0.137463958568802 0.188311143485901
5.645 0.109674364456467 0.12571234579989
5.685 0.07665932444975 0.126528107671586
5.725 0.00731450795508692 0.0973318994008991
5.765 -0.045742132974965 0.0810662853025406
5.805 -0.138379618077735 0.0768046806338774
5.845 -0.201681423965368 0.0473753597387372
5.885 -0.202477991652373 0.0159824689975601
5.925 -0.23713553037183 0.0130534568260856
5.965 -0.266474594234083 0.0129732120722252
6.005 -0.312028661511917 0.028566907544203
6.045 -0.360803667275334 0.0148802523223956
6.085 -0.412559633178446 0.027179046575629
6.125 -0.444797088363202 0.0242930541782549
6.165 -0.49539821141444 0.0384155107964439
6.205 -0.528516362871628 -0.0215436892161733
6.245 -0.58712297986348 0.00494184757483751
6.285 -0.686003767132576 0.00860722042978423
6.325 -0.729437359629983 0.0228124945965682
6.365 -0.754690177768595 0.0378227542441749
6.405 -0.800176100729288 0.0480550317090014
6.445 -0.832371009563175 0.0188848097920378
6.485 -0.908609489166054 0.0359730719810862
6.525 -0.974601973063585 0.0597576264862276
6.565 -1.02073698955114 0.0403166659770839
6.605 -1.08618945886597 0.0748286067752524
6.645 -1.10096697655797 0.121414775603881
6.685 -1.1010912742572 0.120522706921051
6.725 -1.08873801953268 0.167358158766636
6.765 -1.09148681336738 0.166857080719844
6.805 -1.05366230444687 0.167260405837848
6.845 -1.03549585635604 0.183043738502448
6.885 -0.986429705680663 0.171467533683462
6.925 -0.949821579326041 0.169538163495158
6.965 -0.875723077169496 0.218921592900664
7.005 -0.788882352040545 0.202023584277267
7.045 -0.64524441342688 0.224350779138526
7.085 -0.518033008457991 0.225604638759311
7.125 -0.328130156026575 0.226742641846826
7.165 -0.147969487971508 0.248573810607216
7.205 0.0364644022287308 0.249995875238842
7.245 0.22805378829878 0.254916311103532
7.285 0.410899933063178 0.20926937157698
7.325 0.513400744336408 0.21202091505317
7.365 0.623537854198588 0.197104333853883
7.405 0.685852088447604 0.197758342362963
7.445 0.700286192098616 0.217497923279552
7.485 0.708000451908504 0.181124882468719
7.525 0.704274618010231 0.184721755536735
7.565 0.732431784189686 0.155087531053656
7.605 0.709593896478196 0.124982360752824
7.645 0.667936851234558 0.0910211108403693
7.685 0.669052053366315 0.0926515172382132
7.725 0.664667546422024 0.0284486696495918
7.765 0.671055657728019 -0.00333273661795275
7.805 0.665799343153793 -0.0310720968046247
7.845 0.680766067108252 -0.0769490132633806
7.885 0.687327452724318 -0.0772603952187865
7.925 0.687863583807257 -0.0803302667493213
7.965 0.669803784690274 -0.123420511391139
8.005 0.605462243782654 -0.126921256273395
8.045 0.520553561197616 -0.140449506018122
8.085 0.393813104330178 -0.148415557505668
8.125 0.287906730299156 -0.233644049038777
8.165 0.244265901940096 -0.241322534991703
8.205 0.254271234288424 -0.226230060432648
8.245 0.303018172625201 -0.24541520611055
8.285 0.330841082746602 -0.176974394250667
8.325 0.399366349833613 -0.175274896551308
8.365 0.505702590483651 -0.129137088839837
8.405 0.557557244953898 -0.110135033654661
8.445 0.562071110973562 -0.0821917292116474
8.485 0.600227519072718 -0.0660417703568434
8.525 0.583680454669292 -0.0835757124788863
8.565 0.555438220159687 -0.0510977639145267
8.605 0.544091641364417 -0.00258328217642045
8.645 0.570559022042374 0.0252673900305815
8.685 0.573875416873037 0.0538646553293454
8.725 0.557069231685105 0.10707006557298
8.765 0.510561337876183 0.120666524026099
8.805 0.47919025667359 0.147203913840102
8.845 0.429020193767116 0.162787908755927
8.885 0.417337077361339 0.21104882869961
8.925 0.430298935164316 0.228611802913786
8.965 0.422477267161895 0.178579381305248
9.005 0.386431670956 0.177846532594458
9.045 0.402526921404586 0.162307927237343
9.085 0.423730206312413 0.198211265281781
9.125 0.375655693399693 0.178423472615929
9.165 0.31507712862637 0.144289238575091
9.205 0.315766787863794 0.150088104856607
9.245 0.245937746611219 0.114216432978065
9.285 0.207024724926001 0.132070752841386
9.325 0.2080217214953 0.0976590763625538
9.365 0.184245840135688 0.0819342452944447
9.405 0.173430054291998 0.0682826515898078
9.445 0.162779929971592 0.0835944347698891
9.485 0.136930910602715 0.0641266769386526
9.525 0.122442748658571 0.0827080344002944
9.565 0.109666032152333 0.0994815469960599
9.605 0.0633492967640592 0.0502939053892781
9.645 0.056720159736571 0.0508377178596078
9.685 0.0604698502385475 0.0500619459385696
9.725 0.0289016892071317 0.0510112916389787
9.765 -0.00712359957630326 0.0203009005665535
9.805 -0.0687398240430213 0.0124533903041986
9.845 -0.118324482740903 0.000660023886641881
9.885 -0.165077071876794 0.0191762570327363
9.925 -0.203758219086168 -0.0187841584111546
9.965 -0.220195667431739 -0.000278315626321302
10.005 -0.213277188847869 -0.00130800875268022
10.045 -0.171301103821264 -0.0158690155111039
10.085 -0.12383336003488 -0.00134422620701713
10.125 -0.0859754871545846 0.000937304000483863
10.165 -0.0834634906151734 -0.0015084432867738
10.205 -0.105858947349986 0.0155878172402844
10.245 -0.120756349330676 -0.00423401159375558
10.285 -0.202640481716927 0.0135115534187698
10.325 -0.263981083151293 0.0132924290370973
10.365 -0.283325398674151 0.0317209159303218
10.405 -0.364878032941022 0.0411476385298073
10.445 -0.357816460582413 0.00983481328688285
10.485 -0.424738926248594 0.00612907013538688
10.525 -0.412231788876852 0.0264002182244489
10.565 -0.422912359466608 0.0326332854833353
10.605 -0.36995291664725 0.0547234703820614
10.645 -0.376783420926742 0.0531596261984824
10.685 -0.323695948931118 0.0688728611956115
10.725 -0.325153825085508 0.0682457722093694
10.765 -0.252373040773762 0.0587081805892282
10.805 -0.220173239395663 0.0258879372051801
10.845 -0.118402678745113 0.0288978239844973
10.885 -0.0255393999119207 0.00138642207484807
10.925 0.0410162308877489 0.0011221674768791
10.965 0.12050802699855 -0.011669575178697
11.005 0.118802175506175 -0.044861015221727
11.045 0.132316089763322 -0.0310740796969533
11.085 0.0686643966352136 -0.0652509848592793
11.125 0.0593349769489748 -0.0449812613367229
11.165 0.0259675692429653 -0.0736366200129979
11.205 -0.00524572389943501 -0.0779400426629344
11.245 -0.0703677883941225 -0.10826474336903
11.285 -0.0563839649493474 -0.0614918071359085
11.325 -0.0886008531310125 -0.0338754661099436
11.365 -0.137828746939832 -0.0153792268113335
11.405 -0.115773700080368 -0.00147821034100559
11.445 -0.129988963893169 -0.0169112534037552
11.485 -0.16556493690797 0.0135243716783044
11.525 -0.149533482815841 0.0289124157355509
11.565 -0.141488887396477 0.0457067887852354
11.605 -0.151082337307315 0.0284811970354539
11.645 -0.105398318171964 0.0423850451640533
11.685 0.00831397554311764 0.0319708267887613
11.725 0.120958622563791 0.0214068859051153
11.765 0.184214834634034 0.0495206019038612
11.805 0.270512147510161 0.0355099059132691
11.845 0.283174709791098 0.0211216779708963
11.885 0.311953860042919 0.0569662355629816
11.925 0.264953394182967 0.0351834902094303
11.965 0.252113165214112 0.0516615562191376
12.005 0.236499845214269 0.035759590448702
12.045 0.272551548904858 0.0680021895058935
12.085 0.232969138995216 0.0694729900552211
12.125 0.194337992275365 0.0729848094430849
12.165 0.181483652442822 0.051448737529725
12.205 0.127037643893487 0.0806539686095391
12.245 0.109321557822469 0.0637259443904483
12.285 0.108738038673764 0.0690730020630106
12.325 0.131927153553889 0.0639556954401463
12.365 0.154615421519281 0.0831814663967343
12.405 0.151041467304736 0.078306213091917
12.445 0.120880039741465 0.0809734350707139
12.485 0.0914630116863435 0.0504365621432505
12.525 0.0253742933617218 0.0463196289160805
12.565 -0.0416252538874744 0.0465954202737251
12.605 -0.148340235237171 0.0275650529442721
12.645 -0.197647550093151 0.0157689204530413
12.685 -0.19007490671315 -0.00527374663309743
12.725 -0.199536589257534 -0.0181650512749236
12.765 -0.231290805394522 -0.0196872376393031
12.805 -0.251221598582489 -0.0654532920360573
12.845 -0.234416412312186 -0.0818490466422439
12.885 -0.285951082382439 -0.0695576509028726
12.925 -0.300957062557984 -0.0819745612173222
12.965 -0.379199211541064 -0.100932127078426
13.005 -0.429873561358235 -0.113889982272763
13.045 -0.432427689792888 -0.0854149374830122
13.085 -0.481664104137323 -0.102368723051235
13.125 -0.492232402581152 -0.0874186650218292
13.165 -0.50270524994967 -0.10194375514963
13.205 -0.491273304252118 -0.146953313746696
13.245 -0.509943822742571 -0.162082771681856
13.285 -0.476759046265386 -0.162116523078797
13.325 -0.461370680917625 -0.177459933604759
13.365 -0.44083489399496 -0.159397524483747
13.405 -0.426141976788401 -0.17853671963012
13.445 -0.442053543829303 -0.1627561694573
13.485 -0.442281140104072 -0.192488058425781
13.525 -0.412927564511207 -0.193796646292007
13.565 -0.365950951912438 -0.145279166822334
13.605 -0.283111986776262 -0.0990718361777922
13.645 -0.200024524340009 -0.0794010149878588
13.685 -0.091957465343711 -0.0607210495536954
13.725 -0.0358937694341961 -0.0818864430298198
13.765 0.0449866704629045 -0.0611945613159648
13.805 0.114599730988587 -0.049169195754768
13.845 0.148203092839893 -0.0124028888266281
13.885 0.184760172785019 0.018779180230446
13.925 0.219594805558813 0.0160474966038997
13.965 0.244204699105182 -0.00621979785469051
14.005 0.229245152798043 -0.0236373761925428
14.045 0.202239280789001 -0.0566331094096917
14.085 0.122492106518919 -0.0726926009790994
14.125 0.109475004438877 -0.0873979074149069
14.165 0.14201977859733 -0.0915894630451355
14.205 0.153766306876392 -0.0756840852749363
14.245 0.195329940785399 -0.0896272646602263
14.285 0.281719844629833 -0.0695763185935405
14.325 0.346749036113323 -0.0728008745175401
14.365 0.391573592206512 -0.0814718723946264
14.405 0.422824867236528 -0.053128020080397
14.445 0.489672268935678 -0.0239147422022405
14.485 0.537487544375381 -0.0388332918750365
14.525 0.569445311336963 -0.0372970629728044
14.565 0.595923576512661 -0.0170904994041159
14.605 0.58326937953548 -0.0243667195201738
14.645 0.53840474124425 -0.0088358645710791
14.685 0.478464352761762 0.023740272201902
14.725 0.430931592203436 0.0125664803445424
14.765 0.391146862807048 0.00718365600046056
14.805 0.331903035051965 0.0408590416124817
14.845 0.318373940594753 0.0253553689523116
14.885 0.268393105691942 0.0386305425570441
14.925 0.200729056457646 0.00342538485956823
14.965 0.107735793270209 0.00321374180213141
15.005 -0.00849427968942962 -0.0144540646654612
15.045 -0.0386200500426241 -0.0126391834858701
15.085 -0.0849030076547308 -0.0311999299565109
15.125 -0.0830789337311302 -0.0303247192614791
15.165 -0.0646561047862946 -0.0155825858339611
15.205 -0.041297916303364 -0.0151769781079132
15.245 -0.0445138649393471 0.0152594891603641
15.285 -0.0591327662955194 -0.000609701352228598
15.325 -0.0919298598417129 -0.00284795228373724
15.365 -0.158701149293691 -0.00321510104988931
15.405 -0.22067012164878 -0.000916478523901532
15.445 -0.303340929369213 -0.0219039791435236
15.485 -0.4161799345422 -0.00605355862912305
15.525 -0.471913984611021 -0.00732394419562254
15.565 -0.574993437463547 -0.040320652308548
15.605 -0.656804510449078 -0.0273458884220616
15.645 -0.733512154221884 -0.0130090498919415
15.685 -0.783168873838576 -0.0307756366796745
15.725 -0.830814777171625 -0.0472686521641243
15.765 -0.853154770831722 -0.0630134102708162
15.805 -0.89597819054822 -0.0760691688305677
15.845 -0.993374471870297 -0.0769423601790287
15.885 -1.05841431559698 -0.112373264897922
15.925 -1.10528602696199 -0.0961720325103137
15.965 -1.15489825462237 -0.143419771626011
16.005 -1.20176008944843 -0.132383271966994
16.045 -1.17085108923196 -0.12877722157614
16.085 -1.1628341622346 -0.114726843794887
16.125 -1.09375456273288 -0.14573216427009
16.165 -1.0943940283634 -0.142270300263803
16.205 -1.07586087703608 -0.15929521466774
16.245 -1.06172899484778 -0.143695392988494
16.285 -1.03117220202694 -0.141627102485121
16.325 -1.03022286023179 -0.137219764663065
16.365 -1.01420080304943 -0.122643444029485
16.405 -0.949283707287009 -0.126304065720849
16.445 -0.929154037977113 -0.103448876527292
16.485 -0.853961296748182 -0.0908344459053119
16.525 -0.855786799812577 -0.0912442625423751
16.565 -0.854649632317361 -0.0278486299805323
16.605 -0.883827105905112 -0.0291911613684697
16.645 -0.882700912709126 -0.0306169017822562
16.685 -0.865059962949829 0.0179803920267929
16.725 -0.827552072949615 0.0173688136237793
16.765 -0.81746960284886 0.0331047880461632
16.805 -0.785902668751973 0.101772288577045
16.845 -0.7478794128468 0.131515777508145
16.885 -0.681628131181014 0.159370385355675
16.925 -0.589016859528485 0.165987548863828
16.965 -0.511043976880643 0.178829857733589
17.005 -0.460387066946438 0.132692456681674
17.045 -0.401561870409878 0.134184898182422
17.085 -0.38570117598384 0.120452337568452
17.125 -0.367120446070089 0.133330875314517
17.165 -0.379945797254464 0.0863591084464055
17.205 -0.367572162239014 0.103041494585998
17.245 -0.353176221229361 0.123692065349616
17.285 -0.366792454482251 0.136891187103192
17.325 -0.399107231171982 0.132919858372279
17.365 -0.429069613886085 0.136231359114586
17.405 -0.478568422200098 0.117890829838927
17.445 -0.528407578940573 0.131658903899762
17.485 -0.573258642295841 0.113481467964785
17.525 -0.586080845372081 0.130695513467955
17.565 -0.572678222279862 0.0829251770153512
17.605 -0.603672968502877 0.0500497548730827
17.645 -0.574296750738981 0.0566210321711118
17.685 -0.558293828880309 0.038639738459235
17.725 -0.55848623408599 0.00979101678532501
17.765 -0.58678567976186 0.00690921340287076
17.805 -0.605666897376523 -0.00814512901347442
17.845 -0.64101860307386 -0.00975034523353102
17.885 -0.612782873123692 -0.0104044890709289
17.925 -0.605778603982287 -0.0100275757775172
17.965 -0.606652450108115 -0.0430826598466822
18.005 -0.57148109251564 -0.0696702692323221
18.045 -0.513388436356649 -0.0699490284686419
18.085 -0.447642846341708 -0.0976719769839924
18.125 -0.379889946467856 -0.0652454404096687
18.165 -0.362880087523763 -0.111297381688768
18.205 -0.334223758525056 -0.145645596991095
18.245 -0.348346329529846 -0.131864525528091
18.285 -0.294699911869429 -0.174035736151321
18.325 -0.238933391649979 -0.169614826595847
18.365 -0.139037939909301 -0.174343578246251
18.405 -0.0578300459813192 -0.189043430043856
18.445 0.0213514791234672 -0.17136409045337
18.485 0.0507171134729276 -0.169093192372927
18.525 0.101842758445102 -0.186388499272599
18.565 0.150561814940957 -0.201393404915493
18.605 0.153983736862159 -0.23363714778338
18.645 0.167740202841841 -0.21856077935924
18.685 0.165558606130688 -0.211687628186841
18.725 0.214168930324306 -0.196775933104608
18.765 0.25109375753523 -0.196312327352061
18.805 0.273902117464687 -0.19507049769236
18.845 0.317019977759145 -0.161008764513344
18.885 0.294743473815942 -0.148993378999922
18.925 0.296209074479492 -0.152459003530396
18.965 0.2944861665422 -0.120559992386667
19.005 0.292643866813648 -0.121534022402802
19.045 0.296725311051006 -0.0880469052199366
19.085 0.267094913836573 -0.0860495747721828
19.125 0.213605902793077 -0.074211067154895
19.165 0.168234551463954 -0.0562422093063581
19.205 0.139567287948012 -0.0277570916474943
19.245 0.138704692707748 -0.0286150274342418
19.285 0.0911939113283466 0.015877486741438
19.325 0.0665913309886577 0.000592661417680773
19.365 0.039212110085117 -0.00374556509565949
19.405 -0.0223153092151591 -0.0362704694966887
19.445 -0.0691386702428929 -0.0485400443534267
19.485 -0.103914507334011 0.0143509505833741
19.525 -0.191010304848263 -0.00401748124118484
19.565 -0.281942609767668 -0.0369684016282896
19.605 -0.376327157076773 -0.0104068290158921
19.645 -0.351484704365774 -0.0377381290349206
19.685 -0.330859274790626 -0.0206220209913859
19.725 -0.333843363009549 -0.0267275604015218
19.765 -0.379656757157761 -0.0368497157875787
19.805 -0.377759530884177 -0.0392953278192927
19.845 -0.446494179014763 -0.0385405608151608
19.885 -0.510187271627487 -0.0391432960557729
19.925 -0.541132783494916 -0.0110965315997475
19.965 -0.603902797047681 -0.0417310690753006
20.005 -0.636820289981145 -0.0458297804056222
20.045 -0.689190423839833 -0.0881174996315757
20.085 -0.738106891671848 -0.0756489597710903
20.125 -0.772739420885316 -0.107669295735061
20.165 -0.800834467229365 -0.105376305473268
20.205 -0.833843477873756 -0.141906491198405
20.245 -0.850386309291096 -0.153689622005444
20.285 -0.845829829590272 -0.124847885606275
20.325 -0.870111072355641 -0.141737548956645
20.365 -0.818933144136921 -0.15687020251848
20.405 -0.814283008192248 -0.153818517626526
20.445 -0.818371861760937 -0.12030456639685
20.485 -0.832427441680295 -0.106443818794872
20.525 -0.813118785528573 -0.0906154371090118
20.565 -0.848625155583292 -0.0309366256667261
20.605 -0.843547132264902 -0.0337093768305472
20.645 -0.882481007539013 -0.000385896081571246
20.685 -0.878888631223774 0.0351061546029285
20.725 -0.796236124544109 0.0494130457535071
20.765 -0.763497628338285 0.0814867468355089
20.805 -0.715534311897528 0.0961406361805004
20.845 -0.641956159927915 0.115312167877104
20.885 -0.519771343037675 0.132288936358901
20.925 -0.39460098610958 0.163552421400261
20.965 -0.246810205810803 0.149938674043209
21.005 -0.124463771372319 0.153597736151081
21.045 -0.0124845750961526 0.110221886789564
21.085 0.0852203075160389 0.142890706574516
21.125 0.149666856957424 0.140651968436451
21.165 0.198645870360295 0.125963219242362
21.205 0.247868860117833 0.144736280372083
21.245 0.231919903573939 0.132849953577086
21.285 0.185662867353372 0.115295325723405
21.325 0.138291486727212 0.128200752710619
21.365 0.0529115674065537 0.1127951463647
21.405 -0.0729787289427719 0.1120722538335
21.445 -0.153214503959049 0.122964255146012
21.485 -0.216916251856773 0.0939119842902514
21.525 -0.245734065703488 0.0883654828964282
21.565 -0.240633831219284 0.0935077162942797
21.605 -0.202572543766323 0.107892652307125
21.645 -0.150059672276043 0.122432110738856
21.685 -0.137959781656377 0.108371818555675
21.725 -0.122862022871374 0.0923271967039447
21.765 -0.119696291792238 0.0601880161570278
21.805 -0.105261063775714 0.0470781187905089
21.845 -0.0706834340821274 0.0178049003343013
21.885 -0.127288914318342 0.0314586981523028
21.925 -0.141438944673766 0.0155706889698024
21.965 -0.170244353112409 0.0124104404293419
22.005 -0.188046904607944 -0.000532621407362655
22.045 -0.154592094402304 0.027127450511454
22.085 -0.182913929373129 0.0267485344506291
22.125 -0.237220350474715 0.0432576449844042
22.165 -0.279644508896794 0.0244037186172896
22.205 -0.380251836906282 0.0232494812559985
22.245 -0.488563024296582 0.039335459936833
22.285 -0.567127899337677 0.0228020912055875
22.325 -0.555883288024475 0.00922952385361953
22.365 -0.602569167952041 0.0225942899287297
22.405 -0.620638327969601 0.00591793328709045
22.445 -0.626429758149825 0.0215714186765688
22.485 -0.602254440120007 0.0219144102258149
22.525 -0.538235016857854 0.0254320573350881
22.565 -0.472515461005202 0.0246612732970384
22.605 -0.44821103152043 0.00649310012552107
22.645 -0.318317679516056 0.0402274371056457
22.685 -0.281249929865282 0.026159872280104
22.725 -0.221123759790501 0.0623610624040758
22.765 -0.166728866203869 0.0434650401778285
22.805 -0.0525379353422153 0.0631107997303495
22.845 0.0581673734735659 0.0531332599553878
22.885 0.173815334732865 0.0630085715579121
22.925 0.230692436499808 0.0373188335092038
22.965 0.330304466919642 0.0380453413686261
23.005 0.359669512571159 0.0352849485384361
23.045 0.363842903071202 0.040322136615913
23.085 0.397024383376959 0.0377673122121642
23.125 0.367254471123175 0.0387612554990788
23.165 0.399947054138437 0.00880492027694402
23.205 0.397670933910462 0.0407061952213503
23.245 0.379156114598103 -0.00731468344385533
23.285 0.360836072595106 0.0374593018376075
23.325 0.329335254162146 0.0108498847112521
23.365 0.26610865030834 0.0344764396515203
23.405 0.242987564165063 0.0713391666308851
23.445 0.238072841864295 0.0679828744734614
23.485 0.269449567503003 0.0984569189299442
23.525 0.313656837863917 0.115992173777595
23.565 0.349897854566024 0.150328037773924
23.605 0.445348923442197 0.179002093205288
23.645 0.475763886236891 0.217258126480385
23.685 0.498027172042072 0.226948279235142
23.725 0.479145761056401 0.241101939904031
23.765 0.401897622440828 0.257687493785649
23.805 0.300943306971007 0.219887909240711
23.845 0.220835955715287 0.20836994989056
23.885 0.109426120630829 0.156490594094308
23.925 0.042970595414161 0.125258651607371
23.965 -0.0532623625695123 0.0949399632446308
24.005 -0.106114066719869 0.0774375110761945
24.045 -0.0989858326101256 0.0452643974467186
24.085 -0.130459054045062 0.0156347155296963
24.125 -0.164618362907561 -0.0201541523297379
24.165 -0.14848516020372 -0.00117016141960491
24.205 -0.19490431119975 -0.0192660605448829
24.245 -0.253864137062266 -0.00116645971121443
24.285 -0.275322842541598 -0.0343358635357731
24.325 -0.280239050618761 -0.0344686647066261
24.365 -0.296956584572598 -0.0504751766363754
24.405 -0.276820304557589 -0.0636015546437214
24.445 -0.274044508953367 -0.0660244844004083
24.485 -0.214391609625778 -0.0944734723244238
24.525 -0.1665742654219 -0.0753670789250336
24.565 -0.118386820554875 -0.0927667928543308
24.605 -0.0549448771781869 -0.0931629115269352
24.645 -0.0378596139579059 -0.0775949219810066
24.685 -0.036234688521148 -0.10389612900105
24.725 -0.00845277957346013 -0.110544926221973
24.765 0.0589911118916291 -0.111799804686175
24.805 0.0959635565273089 -0.106040532425144
24.845 0.154953043375556 -0.131701636336569
24.885 0.155291189135511 -0.133292154874027
24.925 0.169853445882794 -0.118283541200189
24.965 0.18445457729706 -0.105202704574282
25.005 0.20586985624972 -0.086481174489311
25.045 0.271395632456091 -0.0844434549699997
25.085 0.346259459236165 -0.0697075008828598
25.125 0.475797122724273 -0.0688295337922682
25.165 0.525842854176418 -0.0168038490031961
25.205 0.598026196016079 -0.0213785819731775
25.245 0.608372115737993 -0.00263531406528372
25.285 0.690409439976861 0.0122503440966746
25.325 0.686615078140193 0.00821331150866556
25.365 0.702364162503528 -0.000545081035557615
25.405 0.659191480805305 -0.0198774151186996
25.445 0.638684574029895 -0.0325683347433063
25.485 0.588024052491917 -0.0526303496243621
25.525 0.609885774320162 -0.067205214450528
25.565 0.630580335966982 -0.113049450698089
25.605 0.645714199062795 -0.133444786948488
25.645 0.646596476584335 -0.127627139817651
25.685 0.617676944823728 -0.179141577628076
25.725 0.636148165493566 -0.188239762884798
25.765 0.593868523549332 -0.20639419242082
25.805 0.572906436554803 -0.220430458896484
